Unnamed: 0,Date,AveragePrice,TotalVolume,type,year,region,season
31,5/28/17,1.72,160659.8,organic,2017,"Shrimp Cocktail, Whole Chicken",Summer
32,5/21/17,1.59,150790.27,organic,2017,"Shrimp Cocktail, Whole Chicken",Summer
33,5/14/17,1.68,143791.21,organic,2017,"Shrimp Cocktail, Whole Chicken",Summer
34,5/7/17,1.74,146983.33,organic,2017,"Shrimp Cocktail, Whole Chicken",Summer
35,4/30/17,1.84,142607.19,organic,2017,"Shrimp Cocktail, Whole Chicken",Spring
36,4/23/17,1.71,134773.11,organic,2017,"Shrimp Cocktail, Whole Chicken",Spring
37,4/16/17,1.36,221705.72,organic,2017,"Shrimp Cocktail, Whole Chicken",Spring
38,4/9/17,1.36,201552.43,organic,2017,"Shrimp Cocktail, Whole Chicken",Spring
39,4/2/17,1.51,179232.9,organic,2017,"Shrimp Cocktail, Whole Chicken",Spring
40,3/26/17,1.08,244035.03,organic,2017,"Shrimp Cocktail, Whole Chicken",Spring
41,3/19/17,1.55,137494.38,organic,2017,"Shrimp Cocktail, Whole Chicken",Spring
42,3/12/17,1.08,206958.43,organic,2017,"Shrimp Cocktail, Whole Chicken",Spring
43,3/5/17,0.83,318890.26,organic,2017,"Shrimp Cocktail, Whole Chicken",Spring
44,2/26/17,0.94,253169.88,organic,2017,"Shrimp Cocktail, Whole Chicken",Spring
45,2/19/17,0.9,226000.27,organic,2017,"Shrimp Cocktail, Whole Chicken",Spring
46,2/12/17,1.08,162213.86,organic,2017,"Shrimp Cocktail, Whole Chicken",Spring
47,2/5/17,1.14,149650.5,organic,2017,"Shrimp Cocktail, Whole Chicken",Spring
48,1/29/17,1.35,129565.39,organic,2017,"Shrimp Cocktail, Whole Chicken",Winter
49,1/22/17,1.19,155334.45,organic,2017,"Shrimp Cocktail, Whole Chicken",Winter
50,1/15/17,1.7,103487.72,organic,2017,"Shrimp Cocktail, Whole Chicken",Winter
51,1/8/17,1.55,100134.77,organic,2017,"Shrimp Cocktail, Whole Chicken",Winter
52,1/1/17,1.44,104153.91,organic,2017,"Shrimp Cocktail, Whole Chicken",Winter
0,12/31/17,1.36,25590.34,organic,2017,Chicken Broth,Winter
1,12/24/17,1.55,26781.7,organic,2017,Chicken Broth,Winter
2,12/17/17,1.53,27626.41,organic,2017,Chicken Broth,Winter
3,12/10/17,1.51,26414.51,organic,2017,Chicken Broth,Winter
4,12/3/17,1.56,25457.57,organic,2017,Chicken Broth,Winter
5,11/26/17,1.56,20411.15,organic,2017,Chicken Broth,Winter
6,11/19/17,1.56,24963.18,organic,2017,Chicken Broth,Winter
7,11/12/17,1.68,25301.84,organic,2017,Chicken Broth,Winter
8,11/5/17,1.82,20153.54,organic,2017,Chicken Broth,Winter
9,10/29/17,1.82,22367.66,organic,2017,Chicken Broth,Autumn
10,10/22/17,1.82,23190.15,organic,2017,Chicken Broth,Autumn
11,10/15/17,1.82,27406.16,organic,2017,Chicken Broth,Autumn
12,10/8/17,1.84,23699.39,organic,2017,Chicken Broth,Autumn
13,10/1/17,1.89,23587.7,organic,2017,Chicken Broth,Autumn
14,9/24/17,1.91,28280.43,organic,2017,Chicken Broth,Autumn
15,9/17/17,1.92,23279.61,organic,2017,Chicken Broth,Autumn
16,9/10/17,1.8,12934.91,organic,2017,Chicken Broth,Autumn
17,9/3/17,1.85,16832.81,organic,2017,Chicken Broth,Autumn
18,8/27/17,1.89,31276.86,organic,2017,Chicken Broth,Autumn
19,8/20/17,1.57,18983.06,organic,2017,Chicken Broth,Autumn
20,8/13/17,1.39,26155.98,organic,2017,Chicken Broth,Autumn
21,8/6/17,1.4,37755.61,organic,2017,Chicken Broth,Autumn
22,7/30/17,1.41,34238.08,organic,2017,Chicken Broth,Summer
23,7/23/17,1.41,40100.89,organic,2017,Chicken Broth,Summer
24,7/16/17,1.41,33582.24,organic,2017,Chicken Broth,Summer
25,7/9/17,1.08,45385.29,organic,2017,Chicken Broth,Summer
26,7/2/17,1.21,46201.44,organic,2017,Chicken Broth,Summer
27,6/25/17,1.3,34868.96,organic,2017,Chicken Broth,Summer
28,6/18/17,1.03,42161.02,organic,2017,Chicken Broth,Summer
29,6/11/17,1.02,55725.32,organic,2017,Chicken Broth,Summer
30,6/4/17,1.11,50502.11,organic,2017,Chicken Broth,Summer
31,5/28/17,1.19,44588.87,organic,2017,Chicken Broth,Summer
32,5/21/17,1.39,37108.49,organic,2017,Chicken Broth,Summer
33,5/14/17,1.39,33955.6,organic,2017,Chicken Broth,Summer
34,5/7/17,1.25,36724.25,organic,2017,Chicken Broth,Summer
35,4/30/17,1.18,28118.39,organic,2017,Chicken Broth,Spring
36,4/23/17,0.91,43226.49,organic,2017,Chicken Broth,Spring
37,4/16/17,0.88,60261.72,organic,2017,Chicken Broth,Spring
38,4/9/17,0.93,40655.85,organic,2017,Chicken Broth,Spring
39,4/2/17,0.92,52873.83,organic,2017,Chicken Broth,Spring
40,3/26/17,0.9,61552.96,organic,2017,Chicken Broth,Spring
41,3/19/17,0.87,50886.04,organic,2017,Chicken Broth,Spring
42,3/12/17,0.92,52810.48,organic,2017,Chicken Broth,Spring
43,3/5/17,0.92,38739.84,organic,2017,Chicken Broth,Spring
44,2/26/17,0.91,43969.52,organic,2017,Chicken Broth,Spring
45,2/19/17,0.89,41481.08,organic,2017,Chicken Broth,Spring
46,2/12/17,0.92,33984.51,organic,2017,Chicken Broth,Spring
47,2/5/17,0.93,30857.91,organic,2017,Chicken Broth,Spring
48,1/29/17,0.93,33928.66,organic,2017,Chicken Broth,Winter
49,1/22/17,0.94,35076.15,organic,2017,Chicken Broth,Winter
50,1/15/17,0.95,30698.94,organic,2017,Chicken Broth,Winter
51,1/8/17,1.07,20116.95,organic,2017,Chicken Broth,Winter
52,1/1/17,1.4,10109.46,organic,2017,Chicken Broth,Winter
0,12/31/17,1.74,78872.75,organic,2017,Squab Chicken,Winter
1,12/24/17,1.8,69804.27,organic,2017,Squab Chicken,Winter
2,12/17/17,1.7,64716.36,organic,2017,Squab Chicken,Winter
3,12/10/17,1.78,69862.39,organic,2017,Squab Chicken,Winter
4,12/3/17,1.77,71010.03,organic,2017,Squab Chicken,Winter
5,11/26/17,2.01,59523.55,organic,2017,Squab Chicken,Winter
6,11/19/17,1.99,61451.23,organic,2017,Squab Chicken,Winter
7,11/12/17,1.98,62337.67,organic,2017,Squab Chicken,Winter
8,11/5/17,1.72,73723.79,organic,2017,Squab Chicken,Winter
9,10/29/17,1.99,67050.78,organic,2017,Squab Chicken,Autumn
10,10/22/17,1.99,68637.55,organic,2017,Squab Chicken,Autumn
11,10/15/17,2.12,57490.8,organic,2017,Squab Chicken,Autumn
12,10/8/17,2.28,59194.04,organic,2017,Squab Chicken,Autumn
13,10/1/17,2.1,65405.61,organic,2017,Squab Chicken,Autumn
14,9/24/17,2.03,73696.3,organic,2017,Squab Chicken,Autumn
15,9/17/17,2.32,64855.01,organic,2017,Squab Chicken,Autumn
16,9/10/17,2.32,64680.12,organic,2017,Squab Chicken,Autumn
17,9/3/17,2.11,70419.78,organic,2017,Squab Chicken,Autumn
18,8/27/17,2.37,63222.41,organic,2017,Squab Chicken,Autumn
19,8/20/17,2.16,75146.55,organic,2017,Squab Chicken,Autumn
20,8/13/17,2.04,72817.55,organic,2017,Squab Chicken,Autumn
21,8/6/17,2.1,67080.63,organic,2017,Squab Chicken,Autumn
22,7/30/17,2.1,67790.94,organic,2017,Squab Chicken,Summer
23,7/23/17,2.07,70179.47,organic,2017,Squab Chicken,Summer
24,7/16/17,2.02,75021.72,organic,2017,Squab Chicken,Summer
25,7/9/17,1.42,120562.92,organic,2017,Squab Chicken,Summer
26,7/2/17,1.46,109111.93,organic,2017,Squab Chicken,Summer
27,6/25/17,1.37,109872.63,organic,2017,Squab Chicken,Summer
28,6/18/17,1.37,108808.01,organic,2017,Squab Chicken,Summer
29,6/11/17,1.35,106703.23,organic,2017,Squab Chicken,Summer
30,6/4/17,1.28,128923.07,organic,2017,Squab Chicken,Summer
31,5/28/17,1.37,122886.52,organic,2017,Squab Chicken,Summer
32,5/21/17,1.42,114120.43,organic,2017,Squab Chicken,Summer
33,5/14/17,1.4,105965.36,organic,2017,Squab Chicken,Summer
34,5/7/17,1.31,137484.97,organic,2017,Squab Chicken,Summer
35,4/30/17,1.25,127255.45,organic,2017,Squab Chicken,Spring
36,4/23/17,1.25,127222.31,organic,2017,Squab Chicken,Spring
37,4/16/17,1.31,122876.89,organic,2017,Squab Chicken,Spring
38,4/9/17,1.3,118305.22,organic,2017,Squab Chicken,Spring
39,4/2/17,1.3,122384.82,organic,2017,Squab Chicken,Spring
40,3/26/17,1.33,125710.73,organic,2017,Squab Chicken,Spring
41,3/19/17,1.25,135636.51,organic,2017,Squab Chicken,Spring
42,3/12/17,1.19,143848.91,organic,2017,Squab Chicken,Spring
43,3/5/17,1.07,146065.71,organic,2017,Squab Chicken,Spring
44,2/26/17,1.05,143520.74,organic,2017,Squab Chicken,Spring
45,2/19/17,1.19,115734.75,organic,2017,Squab Chicken,Spring
46,2/12/17,1.17,95227.6,organic,2017,Squab Chicken,Spring
47,2/5/17,1.19,91687.96,organic,2017,Squab Chicken,Spring
48,1/29/17,1.09,99597.27,organic,2017,Squab Chicken,Winter
49,1/22/17,1.27,77418.61,organic,2017,Squab Chicken,Winter
50,1/15/17,1.3,86845.72,organic,2017,Squab Chicken,Winter
51,1/8/17,1.19,112953.28,organic,2017,Squab Chicken,Winter
52,1/1/17,1.07,99950.32,organic,2017,Squab Chicken,Winter
0,12/31/17,1.48,6518.64,organic,2017,Chicken Wings,Winter
1,12/24/17,1.59,8462.86,organic,2017,Chicken Wings,Winter
2,12/17/17,1.59,8486.81,organic,2017,Chicken Wings,Winter
3,12/10/17,1.48,5325.8,organic,2017,Chicken Wings,Winter
4,12/3/17,1.58,5302.15,organic,2017,Chicken Wings,Winter
5,11/26/17,1.67,6302.07,organic,2017,Chicken Wings,Winter
6,11/19/17,1.63,5873.34,organic,2017,Chicken Wings,Winter
7,11/12/17,1.94,6563.71,organic,2017,Chicken Wings,Winter
8,11/5/17,1.96,6103.24,organic,2017,Chicken Wings,Winter
9,10/29/17,1.84,5595.86,organic,2017,Chicken Wings,Autumn
10,10/22/17,2.19,4842.31,organic,2017,Chicken Wings,Autumn
11,10/15/17,2.62,1100.1,organic,2017,Chicken Wings,Autumn
12,10/8/17,1.97,3758.3,organic,2017,Chicken Wings,Autumn
13,10/1/17,2.09,2975.53,organic,2017,Chicken Wings,Autumn
14,9/24/17,1.9,2978.57,organic,2017,Chicken Wings,Autumn
15,9/17/17,1.76,1306.18,organic,2017,Chicken Wings,Autumn
16,9/10/17,1.74,3299.73,organic,2017,Chicken Wings,Autumn
17,9/3/17,1.67,2647.99,organic,2017,Chicken Wings,Autumn
18,8/27/17,1.55,3393.39,organic,2017,Chicken Wings,Autumn
19,8/20/17,1.48,4569.66,organic,2017,Chicken Wings,Autumn
20,8/13/17,1.47,4136.64,organic,2017,Chicken Wings,Autumn
21,8/6/17,1.5,4140.12,organic,2017,Chicken Wings,Autumn
22,7/30/17,1.38,4635.79,organic,2017,Chicken Wings,Summer
23,7/23/17,1.41,4954.86,organic,2017,Chicken Wings,Summer
24,7/16/17,1.44,5473.09,organic,2017,Chicken Wings,Summer
25,7/9/17,1.76,4404.15,organic,2017,Chicken Wings,Summer
26,7/2/17,1.92,6241.89,organic,2017,Chicken Wings,Summer
27,6/25/17,2.02,5274.97,organic,2017,Chicken Wings,Summer
28,6/18/17,1.88,6480.65,organic,2017,Chicken Wings,Summer
29,6/11/17,1.89,6104.29,organic,2017,Chicken Wings,Summer
30,6/4/17,1.97,5428.05,organic,2017,Chicken Wings,Summer
31,5/28/17,1.88,6000.97,organic,2017,Chicken Wings,Summer
32,5/21/17,1.58,6177.03,organic,2017,Chicken Wings,Summer
33,5/14/17,1.42,5883.23,organic,2017,Chicken Wings,Summer
34,5/7/17,2.08,3542.87,organic,2017,Chicken Wings,Summer
35,4/30/17,2.4,3477.7,organic,2017,Chicken Wings,Spring
36,4/23/17,2.36,4011.49,organic,2017,Chicken Wings,Spring
37,4/16/17,2.81,3197.36,organic,2017,Chicken Wings,Spring
38,4/9/17,2.32,3748.67,organic,2017,Chicken Wings,Spring
39,4/2/17,2.03,4159.55,organic,2017,Chicken Wings,Spring
40,3/26/17,1.74,5830.75,organic,2017,Chicken Wings,Spring
41,3/19/17,2.59,2427.94,organic,2017,Chicken Wings,Spring
42,3/12/17,3.05,2068.26,organic,2017,Chicken Wings,Spring
43,3/5/17,2.47,3583.84,organic,2017,Chicken Wings,Spring
44,2/26/17,2.43,3101.87,organic,2017,Chicken Wings,Spring
45,2/19/17,1.65,5304.44,organic,2017,Chicken Wings,Spring
46,2/12/17,1.29,5966.83,organic,2017,Chicken Wings,Spring
47,2/5/17,1.41,3626.55,organic,2017,Chicken Wings,Spring
48,1/29/17,1.23,4472.77,organic,2017,Chicken Wings,Winter
49,1/22/17,1.19,5887.98,organic,2017,Chicken Wings,Winter
50,1/15/17,1.19,7707.31,organic,2017,Chicken Wings,Winter
51,1/8/17,1.23,6214.43,organic,2017,Chicken Wings,Winter
52,1/1/17,1.21,5253.5,organic,2017,Chicken Wings,Winter
0,12/31/17,1.6,152399.77,organic,2017,Hamburger Steak,Winter
1,12/24/17,1.67,131240.16,organic,2017,Hamburger Steak,Winter
2,12/17/17,1.66,129898.85,organic,2017,Hamburger Steak,Winter
3,12/10/17,1.61,140885.3,organic,2017,Hamburger Steak,Winter
4,12/3/17,1.66,131588.67,organic,2017,Hamburger Steak,Winter
5,11/26/17,1.75,117915.02,organic,2017,Hamburger Steak,Winter
6,11/19/17,1.82,108987.74,organic,2017,Hamburger Steak,Winter
7,11/12/17,1.82,131020.52,organic,2017,Hamburger Steak,Winter
8,11/5/17,1.85,137573.44,organic,2017,Hamburger Steak,Winter
9,10/29/17,1.8,156848.8,organic,2017,Hamburger Steak,Autumn
10,10/22/17,1.8,168429.18,organic,2017,Hamburger Steak,Autumn
11,10/15/17,1.84,174355.0,organic,2017,Hamburger Steak,Autumn
12,10/8/17,1.87,176218.89,organic,2017,Hamburger Steak,Autumn
13,10/1/17,1.99,149030.87,organic,2017,Hamburger Steak,Autumn
14,9/24/17,1.91,176556.11,organic,2017,Hamburger Steak,Autumn
15,9/17/17,1.93,158623.92,organic,2017,Hamburger Steak,Autumn
16,9/10/17,2.03,168953.84,organic,2017,Hamburger Steak,Autumn
17,9/3/17,2.13,167349.41,organic,2017,Hamburger Steak,Autumn
18,8/27/17,2.17,141033.09,organic,2017,Hamburger Steak,Autumn
19,8/20/17,2.02,138392.0,organic,2017,Hamburger Steak,Autumn
20,8/13/17,1.85,129688.16,organic,2017,Hamburger Steak,Autumn
21,8/6/17,1.88,147783.08,organic,2017,Hamburger Steak,Autumn
22,7/30/17,1.68,143256.61,organic,2017,Hamburger Steak,Summer
23,7/23/17,1.57,176562.15,organic,2017,Hamburger Steak,Summer
24,7/16/17,1.69,140880.73,organic,2017,Hamburger Steak,Summer
25,7/9/17,1.88,109427.64,organic,2017,Hamburger Steak,Summer
26,7/2/17,1.78,120458.72,organic,2017,Hamburger Steak,Summer
27,6/25/17,1.75,125035.1,organic,2017,Hamburger Steak,Summer
28,6/18/17,1.73,127794.36,organic,2017,Hamburger Steak,Summer
29,6/11/17,1.61,150302.38,organic,2017,Hamburger Steak,Summer
30,6/4/17,1.85,127811.15,organic,2017,Hamburger Steak,Summer
31,5/28/17,1.91,129046.19,organic,2017,Hamburger Steak,Summer
32,5/21/17,1.9,116849.77,organic,2017,Hamburger Steak,Summer
33,5/14/17,1.76,133422.58,organic,2017,Hamburger Steak,Summer
34,5/7/17,1.96,111062.12,organic,2017,Hamburger Steak,Summer
35,4/30/17,1.96,117715.93,organic,2017,Hamburger Steak,Spring
36,4/23/17,2.03,107165.19,organic,2017,Hamburger Steak,Spring
37,4/16/17,1.68,132011.04,organic,2017,Hamburger Steak,Spring
38,4/9/17,1.5,137962.99,organic,2017,Hamburger Steak,Spring
39,4/2/17,1.67,129499.97,organic,2017,Hamburger Steak,Spring
40,3/26/17,1.41,139274.81,organic,2017,Hamburger Steak,Spring
41,3/19/17,1.59,97030.81,organic,2017,Hamburger Steak,Spring
42,3/12/17,1.35,121869.61,organic,2017,Hamburger Steak,Spring
43,3/5/17,1.02,156551.27,organic,2017,Hamburger Steak,Spring
44,2/26/17,1.12,139908.49,organic,2017,Hamburger Steak,Spring
45,2/19/17,1.14,148184.85,organic,2017,Hamburger Steak,Spring
46,2/12/17,1.21,129193.22,organic,2017,Hamburger Steak,Spring
47,2/5/17,1.49,101147.78,organic,2017,Hamburger Steak,Spring
48,1/29/17,1.54,95499.48,organic,2017,Hamburger Steak,Winter
49,1/22/17,1.49,96918.39,organic,2017,Hamburger Steak,Winter
50,1/15/17,1.67,88279.56,organic,2017,Hamburger Steak,Winter
51,1/8/17,1.61,90503.81,organic,2017,Hamburger Steak,Winter
52,1/1/17,1.72,72287.79,organic,2017,Hamburger Steak,Winter
0,12/31/17,1.66,229313.64,organic,2017,Little Neck Clams,Winter
1,12/24/17,1.67,237711.39,organic,2017,Little Neck Clams,Winter
2,12/17/17,1.66,222261.39,organic,2017,Little Neck Clams,Winter
3,12/10/17,1.6,251595.19,organic,2017,Little Neck Clams,Winter
4,12/3/17,1.67,247242.48,organic,2017,Little Neck Clams,Winter
5,11/26/17,1.77,190028.7,organic,2017,Little Neck Clams,Winter
6,11/19/17,1.84,204565.99,organic,2017,Little Neck Clams,Winter
7,11/12/17,1.81,231677.48,organic,2017,Little Neck Clams,Winter
8,11/5/17,1.82,239371.8,organic,2017,Little Neck Clams,Winter
9,10/29/17,1.76,264941.06,organic,2017,Little Neck Clams,Autumn
10,10/22/17,1.68,264208.2,organic,2017,Little Neck Clams,Autumn
11,10/15/17,1.7,269123.79,organic,2017,Little Neck Clams,Autumn
12,10/8/17,1.64,275572.0,organic,2017,Little Neck Clams,Autumn
13,10/1/17,1.7,236097.14,organic,2017,Little Neck Clams,Autumn
14,9/24/17,1.68,255258.55,organic,2017,Little Neck Clams,Autumn
15,9/17/17,1.74,238274.56,organic,2017,Little Neck Clams,Autumn
16,9/10/17,1.85,244428.88,organic,2017,Little Neck Clams,Autumn
17,9/3/17,1.92,223548.33,organic,2017,Little Neck Clams,Autumn
18,8/27/17,1.89,215129.8,organic,2017,Little Neck Clams,Autumn
19,8/20/17,1.79,251156.79,organic,2017,Little Neck Clams,Autumn
20,8/13/17,1.85,200716.07,organic,2017,Little Neck Clams,Autumn
21,8/6/17,1.74,216000.77,organic,2017,Little Neck Clams,Autumn
22,7/30/17,1.74,214612.36,organic,2017,Little Neck Clams,Summer
23,7/23/17,1.63,272856.18,organic,2017,Little Neck Clams,Summer
24,7/16/17,1.66,240537.76,organic,2017,Little Neck Clams,Summer
25,7/9/17,2.31,160288.02,organic,2017,Little Neck Clams,Summer
26,7/2/17,2.29,170194.95,organic,2017,Little Neck Clams,Summer
27,6/25/17,2.26,181964.19,organic,2017,Little Neck Clams,Summer
28,6/18/17,1.98,307563.37,organic,2017,Little Neck Clams,Summer
29,6/11/17,2.26,191985.27,organic,2017,Little Neck Clams,Summer
30,6/4/17,2.0,251838.53,organic,2017,Little Neck Clams,Summer
31,5/28/17,2.18,194487.92,organic,2017,Little Neck Clams,Summer
32,5/21/17,2.15,186553.95,organic,2017,Little Neck Clams,Summer
33,5/14/17,2.09,202280.64,organic,2017,Little Neck Clams,Summer
34,5/7/17,2.16,205224.24,organic,2017,Little Neck Clams,Summer
35,4/30/17,1.91,278038.48,organic,2017,Little Neck Clams,Spring
36,4/23/17,2.09,180814.14,organic,2017,Little Neck Clams,Spring
37,4/16/17,1.91,265298.41,organic,2017,Little Neck Clams,Spring
38,4/9/17,2.12,171036.27,organic,2017,Little Neck Clams,Spring
39,4/2/17,1.89,256548.81,organic,2017,Little Neck Clams,Spring
40,3/26/17,2.1,191466.91,organic,2017,Little Neck Clams,Spring
41,3/19/17,1.88,276084.84,organic,2017,Little Neck Clams,Spring
42,3/12/17,2.18,186709.79,organic,2017,Little Neck Clams,Spring
43,3/5/17,1.8,225597.13,organic,2017,Little Neck Clams,Spring
44,2/26/17,1.82,182655.98,organic,2017,Little Neck Clams,Spring
45,2/19/17,1.43,592952.35,organic,2017,Little Neck Clams,Spring
46,2/12/17,1.91,153268.97,organic,2017,Little Neck Clams,Spring
47,2/5/17,1.81,160843.63,organic,2017,Little Neck Clams,Spring
48,1/29/17,1.93,132820.76,organic,2017,Little Neck Clams,Winter
49,1/22/17,1.93,135079.52,organic,2017,Little Neck Clams,Winter
50,1/15/17,1.94,134840.81,organic,2017,Little Neck Clams,Winter
51,1/8/17,1.99,132079.47,organic,2017,Little Neck Clams,Winter
52,1/1/17,2.0,115256.09,organic,2017,Little Neck Clams,Winter
0,12/31/17,1.71,14463.88,organic,2017,Roast Chicken,Winter
1,12/24/17,1.61,18364.96,organic,2017,Roast Chicken,Winter
2,12/17/17,1.45,17033.74,organic,2017,Roast Chicken,Winter
3,12/10/17,1.8,10964.1,organic,2017,Roast Chicken,Winter
4,12/3/17,1.83,10324.49,organic,2017,Roast Chicken,Winter
5,11/26/17,1.87,11120.24,organic,2017,Roast Chicken,Winter
6,11/19/17,1.9,12057.89,organic,2017,Roast Chicken,Winter
7,11/12/17,1.9,12462.54,organic,2017,Roast Chicken,Winter
8,11/5/17,1.93,10290.71,organic,2017,Roast Chicken,Winter
9,10/29/17,1.89,12481.54,organic,2017,Roast Chicken,Autumn
10,10/22/17,1.79,10952.31,organic,2017,Roast Chicken,Autumn
11,10/15/17,1.77,10197.11,organic,2017,Roast Chicken,Autumn
12,10/8/17,1.78,11837.2,organic,2017,Roast Chicken,Autumn
13,10/1/17,1.8,11071.7,organic,2017,Roast Chicken,Autumn
14,9/24/17,1.81,12410.32,organic,2017,Roast Chicken,Autumn
15,9/17/17,1.82,12009.4,organic,2017,Roast Chicken,Autumn
16,9/10/17,1.85,11906.54,organic,2017,Roast Chicken,Autumn
17,9/3/17,1.86,11276.86,organic,2017,Roast Chicken,Autumn
18,8/27/17,2.0,16505.49,organic,2017,Roast Chicken,Autumn
19,8/20/17,2.19,11021.67,organic,2017,Roast Chicken,Autumn
20,8/13/17,2.01,9894.67,organic,2017,Roast Chicken,Autumn
21,8/6/17,1.84,10737.76,organic,2017,Roast Chicken,Autumn
22,7/30/17,1.9,10625.79,organic,2017,Roast Chicken,Summer
23,7/23/17,2.04,10327.71,organic,2017,Roast Chicken,Summer
24,7/16/17,2.06,10160.75,organic,2017,Roast Chicken,Summer
25,7/9/17,1.84,11854.84,organic,2017,Roast Chicken,Summer
26,7/2/17,2.02,10239.04,organic,2017,Roast Chicken,Summer
27,6/25/17,1.94,9483.22,organic,2017,Roast Chicken,Summer
28,6/18/17,1.97,9720.05,organic,2017,Roast Chicken,Summer
29,6/11/17,1.94,10265.31,organic,2017,Roast Chicken,Summer
30,6/4/17,1.88,11693.79,organic,2017,Roast Chicken,Summer
31,5/28/17,1.94,9976.29,organic,2017,Roast Chicken,Summer
32,5/21/17,2.06,9126.2,organic,2017,Roast Chicken,Summer
33,5/14/17,1.78,10801.99,organic,2017,Roast Chicken,Summer
34,5/7/17,1.82,12366.01,organic,2017,Roast Chicken,Summer
35,4/30/17,1.87,10199.4,organic,2017,Roast Chicken,Spring
36,4/23/17,1.67,13678.61,organic,2017,Roast Chicken,Spring
37,4/16/17,1.51,16022.22,organic,2017,Roast Chicken,Spring
38,4/9/17,1.39,16825.54,organic,2017,Roast Chicken,Spring
39,4/2/17,1.38,16511.26,organic,2017,Roast Chicken,Spring
40,3/26/17,1.37,20102.19,organic,2017,Roast Chicken,Spring
41,3/19/17,1.35,19557.62,organic,2017,Roast Chicken,Spring
42,3/12/17,1.38,17655.67,organic,2017,Roast Chicken,Spring
43,3/5/17,1.42,16463.74,organic,2017,Roast Chicken,Spring
44,2/26/17,1.22,25773.92,organic,2017,Roast Chicken,Spring
45,2/19/17,1.28,17934.06,organic,2017,Roast Chicken,Spring
46,2/12/17,1.46,21516.41,organic,2017,Roast Chicken,Spring
47,2/5/17,1.23,18884.1,organic,2017,Roast Chicken,Spring
48,1/29/17,1.49,14419.22,organic,2017,Roast Chicken,Winter
49,1/22/17,1.59,10333.37,organic,2017,Roast Chicken,Winter
50,1/15/17,1.49,11582.83,organic,2017,Roast Chicken,Winter
51,1/8/17,1.4,13244.8,organic,2017,Roast Chicken,Winter
52,1/1/17,1.88,7740.98,organic,2017,Roast Chicken,Winter
0,12/31/17,1.63,62228.22,organic,2017,Cape Cod Oysters,Winter
1,12/24/17,1.73,53663.33,organic,2017,Cape Cod Oysters,Winter
2,12/17/17,1.67,57922.35,organic,2017,Cape Cod Oysters,Winter
3,12/10/17,1.7,54723.29,organic,2017,Cape Cod Oysters,Winter
4,12/3/17,1.76,47265.24,organic,2017,Cape Cod Oysters,Winter
5,11/26/17,1.78,47738.89,organic,2017,Cape Cod Oysters,Winter
6,11/19/17,1.8,48924.81,organic,2017,Cape Cod Oysters,Winter
7,11/12/17,1.89,51340.54,organic,2017,Cape Cod Oysters,Winter
8,11/5/17,1.89,48099.91,organic,2017,Cape Cod Oysters,Winter
9,10/29/17,1.88,49301.56,organic,2017,Cape Cod Oysters,Autumn
10,10/22/17,1.96,56614.23,organic,2017,Cape Cod Oysters,Autumn
11,10/15/17,2.07,53711.04,organic,2017,Cape Cod Oysters,Autumn
12,10/8/17,2.02,60256.56,organic,2017,Cape Cod Oysters,Autumn
13,10/1/17,2.09,60186.09,organic,2017,Cape Cod Oysters,Autumn
14,9/24/17,2.13,49093.24,organic,2017,Cape Cod Oysters,Autumn
15,9/17/17,2.12,54502.39,organic,2017,Cape Cod Oysters,Autumn
16,9/10/17,2.09,56583.1,organic,2017,Cape Cod Oysters,Autumn
17,9/3/17,2.12,54026.99,organic,2017,Cape Cod Oysters,Autumn
18,8/27/17,2.01,60468.47,organic,2017,Cape Cod Oysters,Autumn
19,8/20/17,1.92,64189.39,organic,2017,Cape Cod Oysters,Autumn
20,8/13/17,1.8,68831.83,organic,2017,Cape Cod Oysters,Autumn
21,8/6/17,1.8,68525.6,organic,2017,Cape Cod Oysters,Autumn
22,7/30/17,1.73,59314.22,organic,2017,Cape Cod Oysters,Summer
23,7/23/17,1.72,55116.84,organic,2017,Cape Cod Oysters,Summer
24,7/16/17,1.82,64457.41,organic,2017,Cape Cod Oysters,Summer
25,7/9/17,1.62,63609.57,organic,2017,Cape Cod Oysters,Summer
26,7/2/17,1.55,59145.56,organic,2017,Cape Cod Oysters,Summer
27,6/25/17,1.56,65066.62,organic,2017,Cape Cod Oysters,Summer
28,6/18/17,1.56,79491.78,organic,2017,Cape Cod Oysters,Summer
29,6/11/17,1.63,71995.22,organic,2017,Cape Cod Oysters,Summer
30,6/4/17,1.62,73160.65,organic,2017,Cape Cod Oysters,Summer
31,5/28/17,1.63,71551.35,organic,2017,Cape Cod Oysters,Summer
32,5/21/17,1.57,85984.55,organic,2017,Cape Cod Oysters,Summer
33,5/14/17,1.62,69358.17,organic,2017,Cape Cod Oysters,Summer
34,5/7/17,1.58,68236.34,organic,2017,Cape Cod Oysters,Summer
35,4/30/17,1.8,69732.89,organic,2017,Cape Cod Oysters,Spring
36,4/23/17,1.67,70584.97,organic,2017,Cape Cod Oysters,Spring
37,4/16/17,1.59,85609.54,organic,2017,Cape Cod Oysters,Spring
38,4/9/17,1.56,82376.37,organic,2017,Cape Cod Oysters,Spring
39,4/2/17,1.55,81276.27,organic,2017,Cape Cod Oysters,Spring
40,3/26/17,1.51,81982.77,organic,2017,Cape Cod Oysters,Spring
41,3/19/17,1.54,75867.95,organic,2017,Cape Cod Oysters,Spring
