dish,date,confirmed_so_far,rank,Continent
Chicken Noodle,1966-01-01,2863,156.0,Chicken
Broiled Striped Bass,1966-01-01,3206,149.0,Seafood
Chicken Bologne,1966-01-01,3692,142.0,Chicken
Brazzlian steak and seafood,1966-01-01,5901,60.0,SteakSeafood
Lobster and Steak,1966-01-01,3463,146.0,SteakSeafood
Caviar Sandwich,1966-01-01,1857,168.0,SteakSeafood
Tomatoe Stuffed Crab Meat,1966-01-01,4507,111.0,Seafood
"Chicken Broth, Bellevue Per Cup",1966-01-01,7160,21.0,Chicken
Lobster Cream with Whole Chicken,1966-01-01,4764,98.0,SteakChickenSeafood
Broiled Sirloin Steak,1966-01-01,4286,122.0,Steak
"Lobster, Newburg",1966-01-01,4446,114.0,SteakSeafood
Crab Meat Cocktail,1966-01-01,6009,55.0,SteakSeafood
Bebinca,1966-01-01,4990,87.0,
Healy's Special Individual Chicken Pie,1966-01-01,5968,56.0,Chicken
Lobster Mayonnaise,1966-01-01,6016,53.0,Seafood
Crab Legs,1966-01-01,7389,18.0,Seafood
Chicken A La King with Clams,1966-01-01,1,180.0,SteakChickenSeafood
Sirloin Steak with Onions,1966-01-01,6224,46.0,Steak
Cream of Mushroom with Chicken and Mussels App,1966-01-01,1230,176.0,SteakChickenSeafood
Nova Scotia Lox and Scrambled Eggs,1966-01-01,4405,116.0,SeafoodChicken
"Crab Cocktail, Whole Chicken",1966-01-01,7945,12.0,SeafoodChicken
"Salad, Lobster",1966-01-01,6400,43.0,Seafood
Half Chicken,1966-01-01,6667,35.0,Chicken
Half Broiled Chicken,1966-01-01,6895,28.0,Chicken
Fresh Caviar,1966-01-01,7228,20.0,Seafood
Chicken A La Maryland,1966-01-01,6531,38.0,Chicken
Little Neck Clams,1966-01-01,8634,3.0,Seafood
Blue Point Oysters,1966-01-01,3744,138.0,SteakSeafood
Extra Sirloin Steak,1966-01-01,1727,171.0,Steak
Small Steak,1966-01-01,1940,165.0,Steak
"Fried Spring Chicken, Halibut Steak, Milk",1966-01-01,1,181.0,SteakChickenSeafood
Chicken-fried Steak,1966-01-01,4199,127.0,Chicken
Healey's Special Individual Chicken Pie,1966-01-01,3933,133.0,SteakSeafood
Pan Roast Oysters,1966-01-01,7546,17.0,Seafood
Fresh Lobster Cocktail and Steak,1966-01-01,5324,76.0,SteakSeafood
Broiled Squab Chicken (half),1966-01-01,6175,49.0,Chicken
Steak and Oyster Cream,1966-01-01,1419,175.0,SteakSeafood
Deviled Lobster,1966-01-01,4333,119.0,SteakSeafood
Bordeaux Sardines,1966-01-01,6930,26.0,Seafood
Chicken Cream,1966-01-01,4771,96.0,Chicken
Chicken Noodle Soup,1966-01-01,4749,99.0,Chicken
Chicken Halibut Steak,1966-01-01,1,182.0,SteakChickenSeafood
Clam Chowder and Steak,1966-01-01,4900,90.0,SteakSeafood
Salman Steak,1966-01-01,6795,30.0,SteakSeafood
Boneless Catfish Fillet,1966-01-01,4474,113.0,SteakSeafood
Chicken Broth,1966-01-01,8308,5.0,Chicken
Canape De Caviar,1966-01-01,4776,95.0,Seafood
Mackeral Steak,1966-01-01,5506,70.0,SteakSeafood
Nova Scotia Lox and Scrambled Eggs,1966-01-01,1472,174.0,SeafoodChicken
Chicken Nachos,1966-01-01,7009,25.0,Chicken
Chicken Salad Wrap,1966-01-01,6877,29.0,Chicken
Omelette,1966-01-01,3907,135.0,
Ambassador Cup,1966-01-01,5367,73.0,Seafood
Halibut Steak for Two,1966-01-01,4007,132.0,SteakSeafood
Boneless Sardines,1966-01-01,5262,77.0,Seafood
Pancakes,1966-01-01,1914,166.0,
Steak and Lobster,1966-01-01,3876,136.0,SteakSeafood
Venison Steak,1966-01-01,2979,154.0,Steak
Codfish with Mushroom Soup,1966-01-01,4524,106.0,SteakSeafood
Lobster Cocktail,1966-01-01,8034,10.0,Seafood
Tenderloin Steak,1966-01-01,9697,1.0,Steak
Clam Chowder and Halibut Steak,1966-01-01,3677,143.0,SteakSeafood
Chicken Liver,1966-01-01,6653,36.0,Chicken
"Crab meat with Lettuce, Special Dressing",1966-01-01,6915,27.0,Seafood
Squab Chicken,1966-01-01,8353,4.0,Chicken
Nova Scotia Lox and Scrambled Eggs,1966-01-01,4332,120.0,SeafoodChicken
Clam Stew with Milk,1966-01-01,5343,75.0,Seafood
Halibut Steak with Wings,1966-01-01,1,183.0,SteakChickenSeafood
Nova Scotia Lox and Scrambled Eggs,1966-01-01,4675,100.0,SeafoodChicken
Cold Lobster,1966-01-01,3698,141.0,Seafood
Soft Drink,1966-01-01,3915,134.0,
Steamed Hard Clams,1966-01-01,4517,108.0,SteakSeafood
Squab Chicken and Malossol Caviar,1966-01-01,3152,151.0,SteakSeafood
Crab Meat,1967-01-01,6308,45.0,Seafood
Chicken Ferrego,1967-01-01,4544,107.0,Chicken
Family Halibut Delight,1967-01-01,6026,55.0,SteakSeafood
Yum Yum Chicken,1967-01-01,4290,122.0,Chicken
Steak and Crab,1967-01-01,2732,160.0,SteakSeafood
"Beefsteak, Broiled",1967-01-01,1940,165.0,Steak
Salmon Steak with Chicken Wings,1967-01-01,6392,44.0,SeafoodChicken
Chicken Fajita,1967-01-01,5990,57.0,Chicken
Fusilli with Octopus,1967-01-01,5858,63.0,SteakChickenSeafood
Strip bacon with Chicken,1967-01-01,6446,41.0,Chicken
Chicken Fried Steak Sandwich,1967-01-01,5603,67.0,Chicken
Oyster Pan Roast,1967-01-01,6120,50.0,Seafood
Cream of Trout,1967-01-01,7108,22.0,Seafood
Tenderloin Steak with Mushrooms,1967-01-01,2820,157.0,Steak
Chicken Fajita and Salad,1967-01-01,7073,23.0,Chicken
Chicken Curry,1967-01-01,7320,19.0,Chicken
Sirloin Steak with Mushrooms,1967-01-01,1727,169.0,Steak
Halibut Steak,1967-01-01,3435,148.0,SteakSeafood
Escargo,1967-01-01,2082,163.0,Seafood
Nova Scotia Lox and Scrambled Eggs,1967-01-01,5994,56.0,SeafoodChicken
Soft Drink with Chicken,1967-01-01,5115,83.0,Chicken
"Cream of Eye, Catfish",1967-01-01,2163,162.0,SteakSeafood
Clam Chowder,1967-01-01,8777,2.0,SeafoodChicken
Trout Milk,1967-01-01,3114,152.0,Seafood
Half Pound Wings,1967-01-01,5115,84.0,Chicken
Fried Scallops,1967-01-01,4362,119.0,SteakSeafood
Seabass Beer and Steak,1967-01-01,2286,161.0,SteakSeafood
Crab Meat Salad,1967-01-01,3848,138.0,SteakSeafood
Sushi,1967-01-01,3025,153.0,Seafood
Milk Fed Chicken,1967-01-01,5663,66.0,SteakSeafood
Porterhouse Steak,1967-01-01,7635,14.0,Steak
Stripped Bass,1967-01-01,4384,118.0,SteakSeafood
Broiled Oysters,1967-01-01,4286,123.0,SteakSeafood
"Half n half, lobster and chicken special",1967-01-01,7739,13.0,SeafoodChicken
Clams,1967-01-01,7580,16.0,Seafood
"Chicken Soup, Lobster Dinner",1967-01-01,6776,31.0,SeafoodChicken
Crab Flake Salad,1967-01-01,2781,158.0,SteakSeafood
Cold Brew,1967-01-01,4087,131.0,
Latte,1967-01-01,5207,80.0,
Bone Sirloin Steak,1967-01-01,4494,112.0,Steak
Machiatto,1967-01-01,5186,81.0,
Omelette With Chicken Livers,1967-01-01,5044,86.0,Chicken
Salisbury Steak,1967-01-01,4965,88.0,Steak
Chicken Mayonnaise,1967-01-01,4437,116.0,Chicken
Adam's Brew,1967-01-01,6031,54.0,
Chicken Fricassee,1967-01-01,6205,47.0,Chicken
"Halibut House, Picanhe Steak",1967-01-01,5226,78.0,SteakSeafood
Reindeer Steak,1967-01-01,1652,172.0,Steak
Beef Steak,1967-01-01,6441,43.0,Steak
Nova Scotia Lox and Scrambled Eggs,1967-01-01,7034,24.0,SeafoodChicken
Party Size Mussels and Shrimp,1967-01-01,6644,37.0,SteakSeafood
"Steak, Gerostet",1967-01-01,5054,85.0,Steak
Cream,1967-01-01,4665,102.0,SteakSeafood
Chicken Teriyaki,1967-01-01,4912,89.0,Chicken
Ginger Ale,1967-01-01,3588,144.0,
Clam Stew,1967-01-01,4456,114.0,SteakSeafood
Cream Soup with Fish,1967-01-01,1727,170.0,SteakChickenSeafood
Chicken Fried,1967-01-01,5817,64.0,Chicken
Chicken Sandwich,1967-01-01,8146,7.0,Chicken
Smoked Salmon and Pulled Beef,1967-01-01,5150,82.0,SteakSeafood
Roast Chicken,1967-01-01,4274,125.0,Chicken
Chicken And Ham Pie,1967-01-01,8124,8.0,Chicken
Imported Sardines,1967-01-01,5899,62.0,SteakSeafood
Chicken Okra Soup,1967-01-01,5225,79.0,Chicken
Rump Steak,1967-01-01,1886,167.0,Steak
Sirloin Steak for 2,1967-01-01,5547,69.0,Steak
Shashimi,1967-01-01,5385,74.0,SteakSeafood
Boneless Catfish Fillet for two,1967-01-01,4638,103.0,SteakSeafood
Nova Scotia Lox and Scrambled Eggs,1967-01-01,3157,150.0,SeafoodChicken
Minute Steak,1967-01-01,4673,101.0,Steak
Cola,1967-01-01,1472,173.0,
Steak Minute,1967-01-01,5569,68.0,Steak
Chicken Parmesan,1967-01-01,5420,72.0,Chicken
Wings and Beer Deal,1967-01-01,4891,91.0,Chicken
Clam Chowder and bread,1967-01-01,8087,9.0,Seafood
Fried Oyster Crabs,1967-01-01,6737,32.0,Seafood
Cape Cod Oysters,1967-01-01,7969,12.0,Seafood
Trout Saute,1967-01-01,5717,65.0,Seafood
Sliced Chicken Sandwich,1967-01-01,6727,34.0,Chicken
Clam Fry,1967-01-01,6459,39.0,Seafood
Roast Chicken,1967-01-01,8291,6.0,Chicken
Ham Steak,1967-01-01,4092,130.0,Steak
Imported Caviar,1967-01-01,6447,40.0,Seafood
Broiled Hamburg Chicken,1967-01-01,4259,126.0,Seafood
Clam Broth in Cup,1967-01-01,6085,51.0,Seafood
Salmon Steak,1967-01-01,4868,92.0,SteakSeafood
Surf and Turf,1967-01-01,1,178.0,SteakChickenSeafood
Oyster Au Gratin,1967-01-01,6183,48.0,Seafood
Plaintain,1967-01-01,4514,111.0,
Fresh Beluga Caviar,1967-01-01,6736,33.0,Seafood
Canape Caviar,1967-01-01,4834,93.0,Seafood
Chicken Omelette,1967-01-01,4522,109.0,Chicken
Lobster Roll,1967-01-01,4589,106.0,Seafood
Small Tenderloin Steak,1967-01-01,551,177.0,SteakSeafood
Curried Crab Meat with Rice,1967-01-01,3573,145.0,SteakSeafood
Oyster's A La Poulette,1967-01-01,2991,154.0,SteakSeafood
Chicken Soup,1967-01-01,2741,159.0,Chicken
Chicken with Rice,1967-01-01,4830,94.0,Chicken
Barbeque Chicken,1967-01-01,5450,71.0,Chicken
Beef Minute Steak and Sardines,1967-01-01,4227,127.0,SteakSeafood
Cream and Mushroom,1967-01-01,3573,146.0,SteakSeafood
Crab meat cocktail,1967-01-01,5909,60.0,Seafood
Anchovies and Mustard,1967-01-01,4803,95.0,Seafood
Family Halibut Steak,1967-01-01,4621,104.0,SteakSeafood
Chicken Cream,1967-01-01,4140,129.0,Chicken
Chicken Cream for Two,1967-01-01,1,179.0,SteakChickenSeafood
Shrimp Cocktail and Steak,1967-01-01,3878,137.0,SteakSeafood
"Steak Minute, Fifth Avenue",1967-01-01,3715,140.0,SteakSeafood
Hamburger Steak,1967-01-01,7584,15.0,Steak
Chicken Pot Pie,1967-01-01,5924,59.0,Chicken
Chicken Noodle,1967-01-01,2863,156.0,Chicken
Broiled Striped Bass,1967-01-01,3280,149.0,Seafood
Chicken Bologne,1967-01-01,3692,143.0,Chicken
Brazzlian steak and seafood,1967-01-01,5908,61.0,SteakSeafood
Lobster and Steak,1967-01-01,3466,147.0,SteakSeafood
Caviar Sandwich,1967-01-01,1886,168.0,SteakSeafood
Tomatoe Stuffed Crab Meat,1967-01-01,4613,105.0,Seafood
"Chicken Broth, Bellevue Per Cup",1967-01-01,7162,21.0,Chicken
Lobster Cream with Whole Chicken,1967-01-01,4764,98.0,SteakChickenSeafood
Broiled Sirloin Steak,1967-01-01,4286,124.0,Steak
"Lobster, Newburg",1967-01-01,4446,115.0,SteakSeafood
Crab Meat Cocktail,1967-01-01,6039,53.0,SteakSeafood
Bebinca,1967-01-01,5007,87.0,
Healy's Special Individual Chicken Pie,1967-01-01,5969,58.0,Chicken
Lobster Mayonnaise,1967-01-01,6077,52.0,Seafood
Crab Legs,1967-01-01,7415,18.0,Seafood
Chicken A La King with Clams,1967-01-01,1,180.0,SteakChickenSeafood
Sirloin Steak with Onions,1967-01-01,6247,46.0,Steak
Cream of Mushroom with Chicken and Mussels App,1967-01-01,1230,176.0,SteakChickenSeafood
Nova Scotia Lox and Scrambled Eggs,1967-01-01,4418,117.0,SeafoodChicken
"Crab Cocktail, Whole Chicken",1967-01-01,7977,11.0,SeafoodChicken
"Salad, Lobster",1967-01-01,6445,42.0,Seafood
Half Chicken,1967-01-01,6677,35.0,Chicken
Half Broiled Chicken,1967-01-01,6902,28.0,Chicken
Fresh Caviar,1967-01-01,7255,20.0,Seafood
Chicken A La Maryland,1967-01-01,6538,38.0,Chicken
Little Neck Clams,1967-01-01,8649,3.0,Seafood
Blue Point Oysters,1967-01-01,3756,139.0,SteakSeafood
Extra Sirloin Steak,1967-01-01,1727,171.0,Steak
Small Steak,1967-01-01,1966,164.0,Steak
"Fried Spring Chicken, Halibut Steak, Milk",1967-01-01,1,181.0,SteakChickenSeafood
Chicken-fried Steak,1967-01-01,4200,128.0,Chicken
Healey's Special Individual Chicken Pie,1967-01-01,3941,133.0,SteakSeafood
Pan Roast Oysters,1967-01-01,7560,17.0,Seafood
Fresh Lobster Cocktail and Steak,1967-01-01,5340,76.0,SteakSeafood
Broiled Squab Chicken (half),1967-01-01,6178,49.0,Chicken
Steak and Oyster Cream,1967-01-01,1419,175.0,SteakSeafood
Deviled Lobster,1967-01-01,4347,120.0,SteakSeafood
Bordeaux Sardines,1967-01-01,6943,26.0,Seafood
Chicken Cream,1967-01-01,4771,97.0,Chicken
Chicken Noodle Soup,1967-01-01,4749,99.0,Chicken
Chicken Halibut Steak,1967-01-01,1,182.0,SteakChickenSeafood
Clam Chowder and Steak,1967-01-01,4900,90.0,SteakSeafood
Salman Steak,1967-01-01,6840,30.0,SteakSeafood
Boneless Catfish Fillet,1967-01-01,4474,113.0,SteakSeafood
Chicken Broth,1967-01-01,8310,5.0,Chicken
Canape De Caviar,1967-01-01,4788,96.0,Seafood
Mackeral Steak,1967-01-01,5506,70.0,SteakSeafood
Nova Scotia Lox and Scrambled Eggs,1967-01-01,1472,174.0,SeafoodChicken
Chicken Nachos,1967-01-01,7023,25.0,Chicken
Chicken Salad Wrap,1967-01-01,6877,29.0,Chicken
Omelette,1967-01-01,3908,135.0,
Ambassador Cup,1967-01-01,5391,73.0,Seafood
Halibut Steak for Two,1967-01-01,4007,132.0,SteakSeafood
Boneless Sardines,1967-01-01,5264,77.0,Seafood
Pancakes,1967-01-01,1914,166.0,
Steak and Lobster,1967-01-01,3886,136.0,SteakSeafood
Venison Steak,1967-01-01,2979,155.0,Steak
Codfish with Mushroom Soup,1967-01-01,4526,108.0,SteakSeafood
Lobster Cocktail,1967-01-01,8039,10.0,Seafood
Tenderloin Steak,1967-01-01,9707,1.0,Steak
Clam Chowder and Halibut Steak,1967-01-01,3703,141.0,SteakSeafood
Chicken Liver,1967-01-01,6666,36.0,Chicken
"Crab meat with Lettuce, Special Dressing",1967-01-01,6929,27.0,Seafood
Squab Chicken,1967-01-01,8357,4.0,Chicken
Nova Scotia Lox and Scrambled Eggs,1967-01-01,4336,121.0,SeafoodChicken
Clam Stew with Milk,1967-01-01,5348,75.0,Seafood
Halibut Steak with Wings,1967-01-01,1,183.0,SteakChickenSeafood
Nova Scotia Lox and Scrambled Eggs,1967-01-01,4699,100.0,SeafoodChicken
Cold Lobster,1967-01-01,3701,142.0,Seafood
Soft Drink,1967-01-01,3915,134.0,
Steamed Hard Clams,1967-01-01,4517,110.0,SteakSeafood
Squab Chicken and Malossol Caviar,1967-01-01,3152,151.0,SteakSeafood
Crab Meat,1968-01-01,6351,45.0,Seafood
Chicken Ferrego,1968-01-01,4559,107.0,Chicken
Family Halibut Delight,1968-01-01,6036,55.0,SteakSeafood
Yum Yum Chicken,1968-01-01,4290,122.0,Chicken
Steak and Crab,1968-01-01,2757,159.0,SteakSeafood
"Beefsteak, Broiled",1968-01-01,1940,165.0,Steak
Salmon Steak with Chicken Wings,1968-01-01,6428,44.0,SeafoodChicken
Chicken Fajita,1968-01-01,6010,57.0,Chicken
Fusilli with Octopus,1968-01-01,5859,63.0,SteakChickenSeafood
Strip bacon with Chicken,1968-01-01,6448,43.0,Chicken
Chicken Fried Steak Sandwich,1968-01-01,5638,67.0,Chicken
Oyster Pan Roast,1968-01-01,6143,50.0,Seafood
Cream of Trout,1968-01-01,7136,22.0,Seafood
Tenderloin Steak with Mushrooms,1968-01-01,2820,158.0,Steak
Chicken Fajita and Salad,1968-01-01,7088,23.0,Chicken
Chicken Curry,1968-01-01,7322,19.0,Chicken
Sirloin Steak with Mushrooms,1968-01-01,1727,169.0,Steak
Halibut Steak,1968-01-01,3435,148.0,SteakSeafood
Escargo,1968-01-01,2124,163.0,Seafood
Nova Scotia Lox and Scrambled Eggs,1968-01-01,6060,54.0,SeafoodChicken
Soft Drink with Chicken,1968-01-01,5118,84.0,Chicken
"Cream of Eye, Catfish",1968-01-01,2163,162.0,SteakSeafood
Clam Chowder,1968-01-01,8825,2.0,SeafoodChicken
Trout Milk,1968-01-01,3114,152.0,Seafood
Half Pound Wings,1968-01-01,5119,83.0,Chicken
Fried Scallops,1968-01-01,4362,120.0,SteakSeafood
Seabass Beer and Steak,1968-01-01,2560,161.0,SteakSeafood
Crab Meat Salad,1968-01-01,3875,138.0,SteakSeafood
Sushi,1968-01-01,3031,154.0,Seafood
Milk Fed Chicken,1968-01-01,5720,66.0,SteakSeafood
Porterhouse Steak,1968-01-01,7641,14.0,Steak
Stripped Bass,1968-01-01,4451,116.0,SteakSeafood
Broiled Oysters,1968-01-01,4286,123.0,SteakSeafood
"Half n half, lobster and chicken special",1968-01-01,7821,13.0,SeafoodChicken
Clams,1968-01-01,7580,16.0,Seafood
"Chicken Soup, Lobster Dinner",1968-01-01,6816,31.0,SeafoodChicken
Crab Flake Salad,1968-01-01,2917,156.0,SteakSeafood
Cold Brew,1968-01-01,4087,131.0,
Latte,1968-01-01,5239,79.0,
Bone Sirloin Steak,1968-01-01,4511,113.0,Steak
Machiatto,1968-01-01,5198,81.0,
Omelette With Chicken Livers,1968-01-01,5044,86.0,Chicken
Salisbury Steak,1968-01-01,4972,88.0,Steak
Chicken Mayonnaise,1968-01-01,4438,118.0,Chicken
Adam's Brew,1968-01-01,6033,56.0,
Chicken Fricassee,1968-01-01,6207,47.0,Chicken
"Halibut House, Picanhe Steak",1968-01-01,5291,77.0,SteakSeafood
Reindeer Steak,1968-01-01,1652,172.0,Steak
Beef Steak,1968-01-01,6457,41.0,Steak
Nova Scotia Lox and Scrambled Eggs,1968-01-01,7034,24.0,SeafoodChicken
Party Size Mussels and Shrimp,1968-01-01,6686,36.0,SteakSeafood
"Steak, Gerostet",1968-01-01,5089,85.0,Steak
Cream,1968-01-01,4665,103.0,SteakSeafood
Chicken Teriyaki,1968-01-01,4914,91.0,Chicken
Ginger Ale,1968-01-01,3598,144.0,
Clam Stew,1968-01-01,4521,111.0,SteakSeafood
Cream Soup with Fish,1968-01-01,1727,170.0,SteakChickenSeafood
Chicken Fried,1968-01-01,5822,64.0,Chicken
Chicken Sandwich,1968-01-01,8153,7.0,Chicken
Smoked Salmon and Pulled Beef,1968-01-01,5161,82.0,SteakSeafood
Roast Chicken,1968-01-01,4284,126.0,Chicken
Chicken And Ham Pie,1968-01-01,8125,8.0,Chicken
Imported Sardines,1968-01-01,5913,61.0,SteakSeafood
Chicken Okra Soup,1968-01-01,5227,80.0,Chicken
Rump Steak,1968-01-01,1886,167.0,Steak
Sirloin Steak for 2,1968-01-01,5567,69.0,Steak
Shashimi,1968-01-01,5395,74.0,SteakSeafood
Boneless Catfish Fillet for two,1968-01-01,4638,104.0,SteakSeafood
Nova Scotia Lox and Scrambled Eggs,1968-01-01,3166,151.0,SeafoodChicken
Minute Steak,1968-01-01,4735,101.0,Steak
Cola,1968-01-01,1472,174.0,
Steak Minute,1968-01-01,5617,68.0,Steak
Chicken Parmesan,1968-01-01,5424,72.0,Chicken
Wings and Beer Deal,1968-01-01,4892,92.0,Chicken
Clam Chowder and bread,1968-01-01,8119,9.0,Seafood
Fried Oyster Crabs,1968-01-01,6752,33.0,Seafood
Cape Cod Oysters,1968-01-01,7980,12.0,Seafood
Trout Saute,1968-01-01,5752,65.0,Seafood
Sliced Chicken Sandwich,1968-01-01,6729,34.0,Chicken
Clam Fry,1968-01-01,6460,40.0,Seafood
Roast Chicken,1968-01-01,8292,6.0,Chicken
Ham Steak,1968-01-01,4099,130.0,Steak
Imported Caviar,1968-01-01,6449,42.0,Seafood
Broiled Hamburg Chicken,1968-01-01,4262,127.0,Seafood
Clam Broth in Cup,1968-01-01,6116,52.0,Seafood
Salmon Steak,1968-01-01,4923,90.0,SteakSeafood
Surf and Turf,1968-01-01,1,178.0,SteakChickenSeafood
Oyster Au Gratin,1968-01-01,6185,48.0,Seafood
Plaintain,1968-01-01,4522,110.0,
Fresh Beluga Caviar,1968-01-01,6763,32.0,Seafood
Canape Caviar,1968-01-01,4858,93.0,Seafood
Chicken Omelette,1968-01-01,4523,109.0,Chicken
Lobster Roll,1968-01-01,4601,106.0,Seafood
Small Tenderloin Steak,1968-01-01,551,177.0,SteakSeafood
Curried Crab Meat with Rice,1968-01-01,3590,145.0,SteakSeafood
Oyster's A La Poulette,1968-01-01,3058,153.0,SteakSeafood
Chicken Soup,1968-01-01,2741,160.0,Chicken
Chicken with Rice,1968-01-01,4834,95.0,Chicken
Barbeque Chicken,1968-01-01,5451,71.0,Chicken
Beef Minute Steak and Sardines,1968-01-01,4285,125.0,SteakSeafood
Cream and Mushroom,1968-01-01,3588,146.0,SteakSeafood
Crab meat cocktail,1968-01-01,5912,62.0,Seafood
Anchovies and Mustard,1968-01-01,4838,94.0,Seafood
Family Halibut Steak,1968-01-01,4634,105.0,SteakSeafood
Chicken Cream,1968-01-01,4142,129.0,Chicken
Chicken Cream for Two,1968-01-01,1,179.0,SteakChickenSeafood
Shrimp Cocktail and Steak,1968-01-01,3970,133.0,SteakSeafood
"Steak Minute, Fifth Avenue",1968-01-01,3715,141.0,SteakSeafood
Hamburger Steak,1968-01-01,7608,15.0,Steak
Chicken Pot Pie,1968-01-01,5942,59.0,Chicken
Chicken Noodle,1968-01-01,2870,157.0,Chicken
Broiled Striped Bass,1968-01-01,3280,149.0,Seafood
Chicken Bologne,1968-01-01,3692,143.0,Chicken
Brazzlian steak and seafood,1968-01-01,5914,60.0,SteakSeafood
Lobster and Steak,1968-01-01,3495,147.0,SteakSeafood
Caviar Sandwich,1968-01-01,1886,168.0,SteakSeafood
Tomatoe Stuffed Crab Meat,1968-01-01,4714,102.0,Seafood
"Chicken Broth, Bellevue Per Cup",1968-01-01,7164,21.0,Chicken
Lobster Cream with Whole Chicken,1968-01-01,4764,98.0,SteakChickenSeafood
Broiled Sirloin Steak,1968-01-01,4286,124.0,Steak
"Lobster, Newburg",1968-01-01,4447,117.0,SteakSeafood
Crab Meat Cocktail,1968-01-01,6079,53.0,SteakSeafood
Bebinca,1968-01-01,5018,87.0,
Healy's Special Individual Chicken Pie,1968-01-01,5970,58.0,Chicken
Lobster Mayonnaise,1968-01-01,6118,51.0,Seafood
Crab Legs,1968-01-01,7446,18.0,Seafood
Chicken A La King with Clams,1968-01-01,1,180.0,SteakChickenSeafood
Sirloin Steak with Onions,1968-01-01,6274,46.0,Steak
Cream of Mushroom with Chicken and Mussels App,1968-01-01,1230,176.0,SteakChickenSeafood
Nova Scotia Lox and Scrambled Eggs,1968-01-01,4453,115.0,SeafoodChicken
"Crab Cocktail, Whole Chicken",1968-01-01,8011,11.0,SeafoodChicken
"Salad, Lobster",1968-01-01,6470,39.0,Seafood
Half Chicken,1968-01-01,6689,35.0,Chicken
Half Broiled Chicken,1968-01-01,6908,28.0,Chicken
Fresh Caviar,1968-01-01,7286,20.0,Seafood
Chicken A La Maryland,1968-01-01,6543,38.0,Chicken
Little Neck Clams,1968-01-01,8665,3.0,Seafood
Blue Point Oysters,1968-01-01,3763,140.0,SteakSeafood
Extra Sirloin Steak,1968-01-01,1727,171.0,Steak
Small Steak,1968-01-01,1966,164.0,Steak
"Fried Spring Chicken, Halibut Steak, Milk",1968-01-01,1,181.0,SteakChickenSeafood
Chicken-fried Steak,1968-01-01,4200,128.0,Chicken
Healey's Special Individual Chicken Pie,1968-01-01,3965,134.0,SteakSeafood
Pan Roast Oysters,1968-01-01,7574,17.0,Seafood
Fresh Lobster Cocktail and Steak,1968-01-01,5362,76.0,SteakSeafood
Broiled Squab Chicken (half),1968-01-01,6180,49.0,Chicken
Steak and Oyster Cream,1968-01-01,1419,175.0,SteakSeafood
Deviled Lobster,1968-01-01,4367,119.0,SteakSeafood
Bordeaux Sardines,1968-01-01,6953,26.0,Seafood
Chicken Cream,1968-01-01,4772,97.0,Chicken
Chicken Noodle Soup,1968-01-01,4749,99.0,Chicken
Chicken Halibut Steak,1968-01-01,1,182.0,SteakChickenSeafood
Clam Chowder and Steak,1968-01-01,4933,89.0,SteakSeafood
Salman Steak,1968-01-01,6880,29.0,SteakSeafood
Boneless Catfish Fillet,1968-01-01,4474,114.0,SteakSeafood
Chicken Broth,1968-01-01,8312,5.0,Chicken
Canape De Caviar,1968-01-01,4816,96.0,Seafood
Mackeral Steak,1968-01-01,5534,70.0,SteakSeafood
Nova Scotia Lox and Scrambled Eggs,1968-01-01,1568,173.0,SeafoodChicken
Chicken Nachos,1968-01-01,7031,25.0,Chicken
Chicken Salad Wrap,1968-01-01,6878,30.0,Chicken
Omelette,1968-01-01,3908,136.0,
Ambassador Cup,1968-01-01,5413,73.0,Seafood
Halibut Steak for Two,1968-01-01,4007,132.0,SteakSeafood
Boneless Sardines,1968-01-01,5264,78.0,Seafood
Pancakes,1968-01-01,1914,166.0,
Steak and Lobster,1968-01-01,3894,137.0,SteakSeafood
Venison Steak,1968-01-01,2985,155.0,Steak
Codfish with Mushroom Soup,1968-01-01,4530,108.0,SteakSeafood
Lobster Cocktail,1968-01-01,8043,10.0,Seafood
Tenderloin Steak,1968-01-01,9716,1.0,Steak
Clam Chowder and Halibut Steak,1968-01-01,3861,139.0,SteakSeafood
Chicken Liver,1968-01-01,6678,37.0,Chicken
"Crab meat with Lettuce, Special Dressing",1968-01-01,6944,27.0,Seafood
Squab Chicken,1968-01-01,8360,4.0,Chicken
Nova Scotia Lox and Scrambled Eggs,1968-01-01,4341,121.0,SeafoodChicken
Clam Stew with Milk,1968-01-01,5364,75.0,Seafood
Halibut Steak with Wings,1968-01-01,1,183.0,SteakChickenSeafood
Nova Scotia Lox and Scrambled Eggs,1968-01-01,4743,100.0,SeafoodChicken
Cold Lobster,1968-01-01,3701,142.0,Seafood
Soft Drink,1968-01-01,3916,135.0,
Steamed Hard Clams,1968-01-01,4517,112.0,SteakSeafood
Squab Chicken and Malossol Caviar,1968-01-01,3260,150.0,SteakSeafood
Crab Meat,1969-01-01,6383,45.0,Seafood
Chicken Ferrego,1969-01-01,4568,108.0,Chicken
Family Halibut Delight,1969-01-01,6046,55.0,SteakSeafood
Yum Yum Chicken,1969-01-01,4290,125.0,Chicken
Steak and Crab,1969-01-01,2773,159.0,SteakSeafood
"Beefsteak, Broiled",1969-01-01,1966,164.0,Steak
Salmon Steak with Chicken Wings,1969-01-01,6455,42.0,SeafoodChicken
Chicken Fajita,1969-01-01,6037,56.0,Chicken
